# dim ns_lnz ns_lnz_err
001 -2.32416e+00 5.60763e-02
001 -2.32397e+00 5.59004e-02
001 -2.29657e+00 5.57495e-02
001 -2.31751e+00 5.57703e-02
001 -2.32417e+00 5.60711e-02
001 -2.25546e+00 5.48702e-02
001 -2.25987e+00 5.52549e-02
001 -2.38585e+00 5.68619e-02
001 -2.31817e+00 5.57116e-02
001 -2.29891e+00 5.57279e-02
001 -2.33706e+00 5.62374e-02
001 -2.27071e+00 5.52981e-02
001 -2.30924e+00 5.58182e-02
001 -2.27886e+00 5.55929e-02
001 -2.27765e+00 5.52912e-02
001 -2.33795e+00 5.60405e-02
001 -2.27236e+00 5.52015e-02
001 -2.29376e+00 5.55621e-02
001 -2.26354e+00 5.52934e-02
001 -2.27123e+00 5.51669e-02
001 -2.23621e+00 5.49720e-02
001 -2.30426e+00 5.58691e-02
001 -2.30686e+00 5.56062e-02
001 -2.20326e+00 5.43457e-02
001 -2.31924e+00 5.60078e-02
001 -2.20010e+00 5.43874e-02
001 -2.32618e+00 5.60496e-02
001 -2.36391e+00 5.63001e-02
001 -2.29305e+00 5.52790e-02
001 -2.36456e+00 5.65162e-02
001 -2.33027e+00 5.58952e-02
001 -2.26843e+00 5.54738e-02
001 -2.32967e+00 5.60002e-02
001 -2.27203e+00 5.52483e-02
001 -2.23454e+00 5.48745e-02
001 -2.22997e+00 5.45484e-02
001 -2.30866e+00 5.57504e-02
001 -2.39614e+00 5.68304e-02
001 -2.38944e+00 5.66681e-02
001 -2.33661e+00 5.61072e-02
001 -2.29848e+00 5.55510e-02
001 -2.38422e+00 5.67621e-02
001 -2.33923e+00 5.60964e-02
001 -2.31950e+00 5.58779e-02
001 -2.33004e+00 5.60913e-02
001 -2.25549e+00 5.50520e-02
001 -2.24907e+00 5.49229e-02
001 -2.29811e+00 5.54112e-02
001 -2.28911e+00 5.56200e-02
001 -2.23488e+00 5.48190e-02
001 -2.35355e+00 5.64317e-02
001 -2.26195e+00 5.49933e-02
001 -2.38934e+00 5.67586e-02
001 -2.36929e+00 5.66852e-02
001 -2.30602e+00 5.57215e-02
001 -2.28833e+00 5.53168e-02
001 -2.26399e+00 5.53382e-02
001 -2.33267e+00 5.60756e-02
001 -2.31800e+00 5.58371e-02
001 -2.37755e+00 5.66507e-02
001 -2.33636e+00 5.61957e-02
001 -2.26588e+00 5.52206e-02
001 -2.33282e+00 5.59505e-02
001 -2.33820e+00 5.61524e-02
001 -2.40676e+00 5.70918e-02
001 -2.26653e+00 5.52095e-02
001 -2.35018e+00 5.62364e-02
001 -2.32723e+00 5.59387e-02
001 -2.31178e+00 5.57899e-02
001 -2.21426e+00 5.45482e-02
001 -2.30976e+00 5.58959e-02
001 -2.28793e+00 5.54256e-02
001 -2.35202e+00 5.63589e-02
001 -2.31595e+00 5.58726e-02
001 -2.40917e+00 5.69422e-02
001 -2.36765e+00 5.66186e-02
001 -2.26666e+00 5.52243e-02
001 -2.26903e+00 5.51252e-02
001 -2.32633e+00 5.61801e-02
001 -2.28251e+00 5.51881e-02
001 -2.35223e+00 5.64347e-02
001 -2.32980e+00 5.60020e-02
001 -2.33514e+00 5.60500e-02
001 -2.31556e+00 5.59923e-02
001 -2.27998e+00 5.53238e-02
001 -2.29694e+00 5.55811e-02
001 -2.36623e+00 5.64240e-02
001 -2.28221e+00 5.54301e-02
001 -2.30295e+00 5.56495e-02
001 -2.33189e+00 5.60215e-02
001 -2.20419e+00 5.42952e-02
001 -2.30790e+00 5.58213e-02
001 -2.22750e+00 5.46666e-02
001 -2.35963e+00 5.64171e-02
001 -2.22777e+00 5.47685e-02
001 -2.26942e+00 5.53258e-02
001 -2.30455e+00 5.57771e-02
001 -2.21466e+00 5.44415e-02
001 -2.33899e+00 5.62719e-02
001 -2.32287e+00 5.60214e-02
001 -2.30834e+00 5.58128e-02
001 -2.30953e+00 5.58148e-02
001 -2.30479e+00 5.57079e-02
001 -2.26594e+00 5.51812e-02
001 -2.35067e+00 5.64012e-02
001 -2.21339e+00 5.46113e-02
001 -2.28681e+00 5.55409e-02
001 -2.29956e+00 5.56062e-02
001 -2.32513e+00 5.59359e-02
001 -2.28255e+00 5.53194e-02
001 -2.29914e+00 5.56327e-02
001 -2.30398e+00 5.57855e-02
001 -2.39942e+00 5.68652e-02
001 -2.29403e+00 5.57885e-02
001 -2.23880e+00 5.49587e-02
001 -2.34829e+00 5.61687e-02
001 -2.25158e+00 5.49255e-02
001 -2.25848e+00 5.52628e-02
001 -2.29572e+00 5.56518e-02
001 -2.32788e+00 5.60524e-02
001 -2.36326e+00 5.63005e-02
001 -2.31984e+00 5.59527e-02
001 -2.38734e+00 5.68100e-02
001 -2.30066e+00 5.55693e-02
001 -2.39022e+00 5.68560e-02
001 -2.35790e+00 5.63644e-02
001 -2.23300e+00 5.48135e-02
001 -2.35323e+00 5.64788e-02
001 -2.29148e+00 5.55596e-02
001 -2.32283e+00 5.58317e-02
001 -2.25910e+00 5.52656e-02
001 -2.26525e+00 5.52685e-02
001 -2.29718e+00 5.54593e-02
001 -2.29009e+00 5.57090e-02
001 -2.22487e+00 5.46478e-02
001 -2.28873e+00 5.56423e-02
001 -2.29194e+00 5.55823e-02
001 -2.30981e+00 5.59448e-02
001 -2.38883e+00 5.67239e-02
001 -2.23002e+00 5.46508e-02
001 -2.35665e+00 5.64516e-02
001 -2.33362e+00 5.62022e-02
001 -2.25157e+00 5.50614e-02
001 -2.28756e+00 5.54495e-02
001 -2.27708e+00 5.53814e-02
001 -2.28212e+00 5.53828e-02
001 -2.30943e+00 5.57281e-02
001 -2.31399e+00 5.56717e-02
001 -2.24509e+00 5.48366e-02
001 -2.34199e+00 5.61525e-02
001 -2.28522e+00 5.52517e-02
001 -2.38862e+00 5.67402e-02
001 -2.33302e+00 5.59220e-02
001 -2.31629e+00 5.58423e-02
001 -2.36420e+00 5.66478e-02
001 -2.23011e+00 5.48327e-02
001 -2.29643e+00 5.53446e-02
001 -2.27250e+00 5.53641e-02
001 -2.29354e+00 5.57460e-02
001 -2.24510e+00 5.48999e-02
001 -2.31373e+00 5.58300e-02
001 -2.26678e+00 5.51637e-02
001 -2.30124e+00 5.57532e-02
001 -2.27263e+00 5.52630e-02
001 -2.28712e+00 5.54372e-02
001 -2.25891e+00 5.51782e-02
001 -2.33575e+00 5.60395e-02
001 -2.34005e+00 5.61412e-02
001 -2.28933e+00 5.54504e-02
001 -2.33976e+00 5.61727e-02
001 -2.34261e+00 5.61418e-02
001 -2.25986e+00 5.50094e-02
001 -2.27672e+00 5.54881e-02
001 -2.27560e+00 5.53204e-02
001 -2.25516e+00 5.52066e-02
001 -2.35893e+00 5.64710e-02
001 -2.35043e+00 5.62489e-02
001 -2.25323e+00 5.51353e-02
001 -2.31876e+00 5.60412e-02
001 -2.37515e+00 5.67184e-02
001 -2.29039e+00 5.55628e-02
001 -2.33333e+00 5.61735e-02
001 -2.25201e+00 5.51031e-02
001 -2.37591e+00 5.65255e-02
001 -2.29898e+00 5.55327e-02
001 -2.29969e+00 5.55153e-02
001 -2.32753e+00 5.59655e-02
001 -2.33852e+00 5.61344e-02
001 -2.23149e+00 5.48096e-02
001 -2.32263e+00 5.58591e-02
001 -2.24354e+00 5.48186e-02
001 -2.38283e+00 5.64639e-02
001 -2.22709e+00 5.49155e-02
001 -2.27776e+00 5.52344e-02
001 -2.27143e+00 5.51687e-02
001 -2.25713e+00 5.52257e-02
001 -2.25236e+00 5.49950e-02
001 -2.22084e+00 5.48332e-02
001 -2.27844e+00 5.52833e-02
001 -2.36538e+00 5.61693e-02
001 -2.21515e+00 5.44290e-02
001 -2.25856e+00 5.52521e-02
001 -2.40600e+00 5.69457e-02
001 -2.28609e+00 5.55252e-02
001 -2.32055e+00 5.60938e-02
001 -2.21919e+00 5.45917e-02
001 -2.31802e+00 5.60665e-02
001 -2.26832e+00 5.50543e-02
001 -2.38443e+00 5.67664e-02
001 -2.29134e+00 5.52682e-02
001 -2.27960e+00 5.51826e-02
001 -2.37899e+00 5.67405e-02
001 -2.28765e+00 5.54908e-02
001 -2.27947e+00 5.53687e-02
001 -2.27918e+00 5.52633e-02
001 -2.30989e+00 5.58071e-02
001 -2.23845e+00 5.46221e-02
001 -2.31283e+00 5.59010e-02
001 -2.25027e+00 5.50905e-02
001 -2.31644e+00 5.58432e-02
001 -2.31773e+00 5.58683e-02
001 -2.32114e+00 5.58734e-02
001 -2.26681e+00 5.52409e-02
001 -2.29557e+00 5.54834e-02
001 -2.25718e+00 5.51420e-02
001 -2.30462e+00 5.57969e-02
001 -2.36560e+00 5.65306e-02
001 -2.25900e+00 5.50712e-02
001 -2.27572e+00 5.55289e-02
001 -2.30327e+00 5.57073e-02
001 -2.26482e+00 5.51638e-02
001 -2.36415e+00 5.63934e-02
001 -2.26986e+00 5.52060e-02
001 -2.39337e+00 5.68494e-02
001 -2.32073e+00 5.59644e-02
001 -2.31050e+00 5.56334e-02
001 -2.29413e+00 5.55676e-02
001 -2.36804e+00 5.65369e-02
001 -2.28942e+00 5.57009e-02
001 -2.31949e+00 5.58895e-02
001 -2.26478e+00 5.53046e-02
001 -2.24385e+00 5.49476e-02
001 -2.30206e+00 5.56793e-02
001 -2.30646e+00 5.57941e-02
001 -2.22990e+00 5.46543e-02
001 -2.33859e+00 5.61904e-02
001 -2.27936e+00 5.53927e-02
001 -2.30024e+00 5.55630e-02
001 -2.31334e+00 5.58011e-02
001 -2.36849e+00 5.64944e-02
001 -2.31023e+00 5.58159e-02
001 -2.37923e+00 5.65491e-02
001 -2.31032e+00 5.57774e-02
001 -2.26506e+00 5.52021e-02
001 -2.40679e+00 5.71075e-02
001 -2.29875e+00 5.56657e-02
001 -2.36381e+00 5.65208e-02
001 -2.36849e+00 5.65601e-02
001 -2.24778e+00 5.50459e-02
001 -2.36378e+00 5.63717e-02
001 -2.33113e+00 5.60968e-02
001 -2.29903e+00 5.55904e-02
001 -2.27419e+00 5.54118e-02
001 -2.39960e+00 5.69460e-02
001 -2.29153e+00 5.55036e-02
001 -2.33883e+00 5.63563e-02
001 -2.34975e+00 5.64140e-02
001 -2.21449e+00 5.45207e-02
001 -2.27987e+00 5.52177e-02
001 -2.36658e+00 5.63277e-02
001 -2.31977e+00 5.58576e-02
001 -2.36053e+00 5.63353e-02
001 -2.31477e+00 5.57768e-02
001 -2.28963e+00 5.55221e-02
001 -2.30385e+00 5.58184e-02
001 -2.29445e+00 5.55633e-02
001 -2.21311e+00 5.43193e-02
001 -2.32730e+00 5.60069e-02
001 -2.35767e+00 5.63534e-02
001 -2.29697e+00 5.55740e-02
001 -2.33422e+00 5.59621e-02
001 -2.27122e+00 5.53391e-02
001 -2.29623e+00 5.56381e-02
001 -2.30579e+00 5.57306e-02
001 -2.34712e+00 5.61545e-02
001 -2.34177e+00 5.63600e-02
001 -2.36727e+00 5.65313e-02
001 -2.29201e+00 5.54944e-02
001 -2.28131e+00 5.54827e-02
001 -2.31782e+00 5.58216e-02
001 -2.34888e+00 5.63357e-02
001 -2.25737e+00 5.49553e-02
001 -2.29106e+00 5.57104e-02
001 -2.29366e+00 5.54835e-02
001 -2.23588e+00 5.49884e-02
001 -2.32138e+00 5.60002e-02
001 -2.32449e+00 5.60470e-02
001 -2.30208e+00 5.56013e-02
001 -2.22285e+00 5.48538e-02
001 -2.34189e+00 5.61513e-02
001 -2.28701e+00 5.56060e-02
001 -2.34270e+00 5.61869e-02
001 -2.25993e+00 5.51639e-02
001 -2.35889e+00 5.65841e-02
001 -2.32293e+00 5.59148e-02
001 -2.26669e+00 5.50431e-02
001 -2.36947e+00 5.65747e-02
001 -2.29977e+00 5.54541e-02
001 -2.37655e+00 5.66103e-02
001 -2.31976e+00 5.58602e-02
001 -2.34499e+00 5.61657e-02
001 -2.36887e+00 5.65459e-02
001 -2.38147e+00 5.65350e-02
001 -2.22997e+00 5.46394e-02
001 -2.27717e+00 5.54221e-02
001 -2.33456e+00 5.61658e-02
001 -2.38127e+00 5.67463e-02
001 -2.32490e+00 5.60196e-02
001 -2.26089e+00 5.50668e-02
001 -2.35187e+00 5.64116e-02
001 -2.31731e+00 5.58328e-02
001 -2.31258e+00 5.59226e-02
001 -2.33682e+00 5.60579e-02
001 -2.23437e+00 5.47043e-02
001 -2.30536e+00 5.58314e-02
001 -2.34951e+00 5.63432e-02
001 -2.21709e+00 5.47598e-02
001 -2.30787e+00 5.57641e-02
001 -2.30454e+00 5.58912e-02
001 -2.26303e+00 5.52465e-02
001 -2.30781e+00 5.57153e-02
001 -2.26600e+00 5.50716e-02
001 -2.29836e+00 5.55457e-02
001 -2.36385e+00 5.66248e-02
001 -2.29288e+00 5.55458e-02
001 -2.28062e+00 5.54240e-02
001 -2.25921e+00 5.50047e-02
001 -2.34614e+00 5.61565e-02
001 -2.31739e+00 5.58869e-02
001 -2.27588e+00 5.51368e-02
001 -2.30407e+00 5.56655e-02
001 -2.29224e+00 5.54046e-02
001 -2.27555e+00 5.53685e-02
001 -2.37647e+00 5.65675e-02
001 -2.20017e+00 5.44535e-02
001 -2.29323e+00 5.55486e-02
001 -2.28770e+00 5.53388e-02
001 -2.26187e+00 5.52831e-02
001 -2.27627e+00 5.54397e-02
001 -2.29881e+00 5.57411e-02
001 -2.33525e+00 5.60783e-02
001 -2.37725e+00 5.66662e-02
001 -2.37871e+00 5.67310e-02
001 -2.25786e+00 5.51989e-02
001 -2.32454e+00 5.58414e-02
001 -2.29654e+00 5.55537e-02
001 -2.30086e+00 5.55344e-02
001 -2.28344e+00 5.54720e-02
001 -2.32036e+00 5.59462e-02
001 -2.34847e+00 5.62347e-02
001 -2.36052e+00 5.65039e-02
001 -2.31385e+00 5.56834e-02
001 -2.32831e+00 5.60302e-02
001 -2.31088e+00 5.58161e-02
001 -2.30532e+00 5.57526e-02
001 -2.31669e+00 5.59711e-02
001 -2.35579e+00 5.65835e-02
001 -2.29350e+00 5.55408e-02
001 -2.34874e+00 5.64359e-02
001 -2.33851e+00 5.60183e-02
001 -2.35910e+00 5.62452e-02
001 -2.31759e+00 5.58117e-02
001 -2.29803e+00 5.58073e-02
001 -2.30640e+00 5.57160e-02
001 -2.30260e+00 5.56552e-02
001 -2.25989e+00 5.51098e-02
001 -2.31496e+00 5.58220e-02
001 -2.43686e+00 5.74475e-02
001 -2.27533e+00 5.53662e-02
001 -2.38711e+00 5.68153e-02
001 -2.32270e+00 5.60180e-02
001 -2.25378e+00 5.51450e-02
001 -2.25794e+00 5.51114e-02
001 -2.36807e+00 5.65643e-02
001 -2.34488e+00 5.62430e-02
001 -2.28338e+00 5.51343e-02
001 -2.25792e+00 5.51231e-02
001 -2.34257e+00 5.62724e-02
001 -2.29077e+00 5.54791e-02
001 -2.26649e+00 5.52899e-02
001 -2.25947e+00 5.51651e-02
001 -2.34855e+00 5.62057e-02
001 -2.27570e+00 5.53766e-02
001 -2.36531e+00 5.65182e-02
001 -2.34103e+00 5.62678e-02
001 -2.30854e+00 5.58640e-02
001 -2.26241e+00 5.52804e-02
001 -2.34002e+00 5.60568e-02
001 -2.37222e+00 5.66938e-02
001 -2.33120e+00 5.61275e-02
001 -2.34069e+00 5.61112e-02
001 -2.29533e+00 5.55999e-02
001 -2.33567e+00 5.60320e-02
001 -2.22617e+00 5.48019e-02
001 -2.26324e+00 5.51165e-02
001 -2.26445e+00 5.53401e-02
001 -2.22740e+00 5.47731e-02
001 -2.33924e+00 5.60983e-02
001 -2.32344e+00 5.60322e-02
001 -2.31016e+00 5.57924e-02
001 -2.27928e+00 5.54504e-02
001 -2.25830e+00 5.50355e-02
001 -2.30276e+00 5.55529e-02
001 -2.32649e+00 5.57599e-02
001 -2.28596e+00 5.54789e-02
001 -2.26084e+00 5.51408e-02
001 -2.27804e+00 5.54540e-02
001 -2.31823e+00 5.59445e-02
001 -2.34234e+00 5.61062e-02
001 -2.22885e+00 5.47871e-02
001 -2.23968e+00 5.49234e-02
001 -2.32339e+00 5.58212e-02
001 -2.29859e+00 5.55805e-02
001 -2.32046e+00 5.59107e-02
001 -2.33103e+00 5.60384e-02
001 -2.32772e+00 5.58451e-02
001 -2.32301e+00 5.59205e-02
001 -2.33896e+00 5.63178e-02
001 -2.26831e+00 5.51320e-02
001 -2.26201e+00 5.51159e-02
001 -2.29645e+00 5.55152e-02
001 -2.27356e+00 5.53770e-02
001 -2.26437e+00 5.52027e-02
001 -2.23342e+00 5.47739e-02
001 -2.32184e+00 5.58710e-02
001 -2.34797e+00 5.62518e-02
001 -2.31269e+00 5.59750e-02
001 -2.38215e+00 5.68008e-02
001 -2.24544e+00 5.49629e-02
001 -2.30170e+00 5.56094e-02
001 -2.33997e+00 5.60665e-02
001 -2.29636e+00 5.55975e-02
001 -2.26256e+00 5.50790e-02
001 -2.20900e+00 5.44042e-02
001 -2.31381e+00 5.58118e-02
001 -2.32830e+00 5.60095e-02
001 -2.25311e+00 5.50794e-02
001 -2.33603e+00 5.61429e-02
001 -2.33336e+00 5.61065e-02
001 -2.31226e+00 5.58627e-02
001 -2.38199e+00 5.68227e-02
001 -2.30155e+00 5.56755e-02
001 -2.27785e+00 5.52168e-02
001 -2.33787e+00 5.62289e-02
001 -2.26606e+00 5.52383e-02
001 -2.31958e+00 5.58145e-02
001 -2.36434e+00 5.64132e-02
001 -2.29617e+00 5.55116e-02
001 -2.32160e+00 5.59451e-02
001 -2.28262e+00 5.55104e-02
001 -2.32072e+00 5.58854e-02
001 -2.30630e+00 5.57985e-02
001 -2.24032e+00 5.48970e-02
001 -2.29979e+00 5.56584e-02
001 -2.35757e+00 5.63502e-02
001 -2.34031e+00 5.62975e-02
001 -2.26241e+00 5.50342e-02
001 -2.31232e+00 5.57950e-02
001 -2.28194e+00 5.54465e-02
001 -2.32132e+00 5.60527e-02
001 -2.25978e+00 5.50705e-02
001 -2.28835e+00 5.55060e-02
001 -2.31155e+00 5.58143e-02
001 -2.31809e+00 5.59819e-02
001 -2.38301e+00 5.65441e-02
001 -2.25558e+00 5.52097e-02
001 -2.27964e+00 5.53574e-02
001 -2.35904e+00 5.61592e-02
001 -2.26020e+00 5.50499e-02
001 -2.31434e+00 5.58241e-02
001 -2.28916e+00 5.54800e-02
001 -2.22194e+00 5.46517e-02
001 -2.29638e+00 5.55647e-02
001 -2.28363e+00 5.53987e-02
001 -2.28585e+00 5.53299e-02
001 -2.35196e+00 5.64262e-02
001 -2.28344e+00 5.55607e-02
001 -2.26111e+00 5.50818e-02
001 -2.33266e+00 5.60312e-02
001 -2.32286e+00 5.58601e-02
001 -2.31897e+00 5.56798e-02
001 -2.28924e+00 5.54124e-02
001 -2.24370e+00 5.49726e-02
001 -2.25920e+00 5.49552e-02
001 -2.29302e+00 5.53044e-02
001 -2.21249e+00 5.47183e-02
001 -2.26688e+00 5.52537e-02
001 -2.28063e+00 5.53863e-02
001 -2.28809e+00 5.55731e-02
001 -2.31287e+00 5.58388e-02
001 -2.27662e+00 5.53043e-02
001 -2.27532e+00 5.53309e-02
001 -2.27674e+00 5.53660e-02
001 -2.26466e+00 5.52589e-02
001 -2.39840e+00 5.70040e-02
001 -2.35163e+00 5.62444e-02
001 -2.31678e+00 5.57738e-02
001 -2.31952e+00 5.59290e-02
001 -2.31318e+00 5.56614e-02
001 -2.41999e+00 5.72356e-02
001 -2.38141e+00 5.67680e-02
001 -2.24024e+00 5.48262e-02
001 -2.31242e+00 5.59694e-02
001 -2.25146e+00 5.48764e-02
001 -2.26989e+00 5.52631e-02
001 -2.32710e+00 5.61230e-02
001 -2.33159e+00 5.61202e-02
001 -2.35528e+00 5.62124e-02
001 -2.28763e+00 5.55490e-02
001 -2.34405e+00 5.62410e-02
001 -2.27199e+00 5.53601e-02
001 -2.27820e+00 5.53768e-02
001 -2.28049e+00 5.54517e-02
001 -2.25479e+00 5.48749e-02
001 -2.26310e+00 5.49943e-02
001 -2.28618e+00 5.54542e-02
001 -2.34360e+00 5.61617e-02
001 -2.29061e+00 5.55874e-02
001 -2.32814e+00 5.61447e-02
001 -2.32007e+00 5.58855e-02
001 -2.25845e+00 5.51540e-02
001 -2.33095e+00 5.60733e-02
001 -2.30028e+00 5.58355e-02
001 -2.33789e+00 5.61384e-02
001 -2.28293e+00 5.53890e-02
001 -2.27581e+00 5.53010e-02
001 -2.29016e+00 5.56072e-02
001 -2.29994e+00 5.55542e-02
001 -2.27413e+00 5.54492e-02
001 -2.28080e+00 5.52726e-02
001 -2.43739e+00 5.74615e-02
001 -2.29063e+00 5.52476e-02
001 -2.24989e+00 5.49101e-02
001 -2.37644e+00 5.67692e-02
001 -2.39562e+00 5.67550e-02
001 -2.31347e+00 5.58302e-02
001 -2.27867e+00 5.54834e-02
001 -2.40324e+00 5.71943e-02
001 -2.37598e+00 5.66930e-02
001 -2.36123e+00 5.63939e-02
020 -4.51878e+01 2.21187e-01
020 -4.50517e+01 2.23022e-01
020 -4.53648e+01 2.24517e-01
020 -4.51928e+01 2.18938e-01
020 -4.53524e+01 2.17883e-01
020 -4.52552e+01 2.22393e-01
020 -4.49165e+01 2.17532e-01
020 -4.48666e+01 2.19196e-01
020 -4.50202e+01 2.14343e-01
020 -4.51003e+01 2.11491e-01
020 -4.52434e+01 2.25110e-01
020 -4.49479e+01 2.22856e-01
020 -4.54990e+01 2.24237e-01
020 -4.53250e+01 2.23847e-01
020 -4.45533e+01 2.14843e-01
020 -4.50576e+01 2.13324e-01
020 -4.50964e+01 2.21538e-01
020 -4.51713e+01 2.16662e-01
020 -4.46729e+01 2.14866e-01
020 -4.51689e+01 2.25073e-01
020 -4.51793e+01 2.25577e-01
020 -4.54747e+01 2.18246e-01
020 -4.50090e+01 2.24053e-01
020 -4.50483e+01 2.20426e-01
020 -4.50772e+01 2.13930e-01
020 -4.50798e+01 2.21482e-01
020 -4.50040e+01 2.20916e-01
020 -4.54342e+01 2.18331e-01
020 -4.51703e+01 2.20916e-01
020 -4.50869e+01 2.17794e-01
020 -4.50151e+01 2.14753e-01
020 -4.51319e+01 2.17823e-01
020 -4.48080e+01 2.22610e-01
020 -4.51157e+01 2.11472e-01
020 -4.51688e+01 2.19924e-01
020 -4.49240e+01 2.18494e-01
020 -4.49890e+01 2.23602e-01
020 -4.53929e+01 2.07952e-01
020 -4.49039e+01 2.11374e-01
020 -4.50261e+01 2.17625e-01
020 -4.52548e+01 2.18489e-01
020 -4.48883e+01 2.11532e-01
020 -4.52271e+01 2.19450e-01
020 -4.48842e+01 2.19142e-01
020 -4.51805e+01 2.18025e-01
020 -4.52457e+01 2.18041e-01
020 -4.54219e+01 2.21734e-01
020 -4.49468e+01 2.12698e-01
020 -4.54308e+01 2.23372e-01
020 -4.52698e+01 2.09527e-01
020 -4.49802e+01 2.20776e-01
020 -4.50352e+01 2.22766e-01
020 -4.51824e+01 2.25777e-01
020 -4.52248e+01 2.28070e-01
020 -4.53635e+01 2.25362e-01
020 -4.48386e+01 2.18505e-01
020 -4.51993e+01 2.17697e-01
020 -4.52602e+01 2.22547e-01
020 -4.52044e+01 2.24564e-01
020 -4.52364e+01 2.16798e-01
020 -4.48258e+01 2.17831e-01
020 -4.50566e+01 2.12624e-01
020 -4.51431e+01 2.21152e-01
020 -4.52454e+01 2.24627e-01
020 -4.49204e+01 2.20381e-01
020 -4.54163e+01 2.15070e-01
020 -4.45928e+01 2.19431e-01
020 -4.51427e+01 2.22063e-01
020 -4.52606e+01 2.21023e-01
020 -4.49358e+01 2.19638e-01
020 -4.48011e+01 2.18377e-01
020 -4.53625e+01 2.15907e-01
020 -4.49065e+01 2.07944e-01
020 -4.52561e+01 2.24457e-01
020 -4.49412e+01 2.19009e-01
020 -4.51487e+01 2.23946e-01
020 -4.50256e+01 2.08113e-01
020 -4.51360e+01 2.21817e-01
020 -4.48523e+01 2.13882e-01
020 -4.54884e+01 2.19290e-01
020 -4.51482e+01 2.17884e-01
020 -4.46215e+01 2.22011e-01
020 -4.49124e+01 2.22403e-01
020 -4.48913e+01 2.15689e-01
020 -4.50348e+01 2.16424e-01
020 -4.52815e+01 2.25150e-01
020 -4.48398e+01 2.19861e-01
020 -4.48741e+01 2.19069e-01
020 -4.52533e+01 2.19224e-01
020 -4.50393e+01 2.18767e-01
020 -4.54010e+01 2.19697e-01
020 -4.48520e+01 2.19520e-01
020 -4.48419e+01 2.19962e-01
020 -4.52516e+01 2.21159e-01
020 -4.48459e+01 2.23095e-01
020 -4.50432e+01 2.16184e-01
020 -4.50656e+01 2.17958e-01
020 -4.47342e+01 2.25374e-01
020 -4.55055e+01 2.19098e-01
020 -4.55248e+01 2.20904e-01
020 -4.49612e+01 2.18064e-01
020 -4.51882e+01 2.17723e-01
020 -4.49918e+01 2.14909e-01
020 -4.48296e+01 2.20025e-01
020 -4.50971e+01 2.26803e-01
020 -4.49498e+01 2.19290e-01
020 -4.50194e+01 2.19843e-01
020 -4.47831e+01 2.16485e-01
020 -4.49719e+01 2.19373e-01
020 -4.49148e+01 2.16401e-01
020 -4.54241e+01 2.19273e-01
020 -4.53935e+01 2.19921e-01
020 -4.53287e+01 2.20138e-01
020 -4.48499e+01 2.21753e-01
020 -4.48424e+01 2.21852e-01
020 -4.49306e+01 2.24827e-01
020 -4.53528e+01 2.21735e-01
020 -4.53845e+01 2.23391e-01
020 -4.49234e+01 2.22890e-01
020 -4.47027e+01 2.17676e-01
020 -4.51225e+01 2.28594e-01
020 -4.53864e+01 2.20243e-01
020 -4.52406e+01 2.17611e-01
020 -4.52193e+01 2.18033e-01
020 -4.50463e+01 2.20126e-01
020 -4.53258e+01 2.14386e-01
020 -4.49570e+01 2.18992e-01
020 -4.54053e+01 2.21859e-01
020 -4.49910e+01 2.22411e-01
020 -4.52898e+01 2.18227e-01
020 -4.47068e+01 2.18326e-01
020 -4.52135e+01 2.24034e-01
020 -4.50980e+01 2.21459e-01
020 -4.48978e+01 2.22234e-01
020 -4.55818e+01 2.22999e-01
020 -4.48865e+01 2.18851e-01
020 -4.48768e+01 2.18572e-01
020 -4.50425e+01 2.14647e-01
020 -4.48450e+01 2.22506e-01
020 -4.50913e+01 2.21350e-01
020 -4.49257e+01 2.22452e-01
020 -4.50082e+01 2.19311e-01
020 -4.50864e+01 2.14818e-01
020 -4.51091e+01 2.18936e-01
020 -4.53618e+01 2.10887e-01
020 -4.49456e+01 2.15486e-01
020 -4.47777e+01 2.22587e-01
020 -4.49939e+01 2.20501e-01
020 -4.51315e+01 2.17053e-01
020 -4.50888e+01 2.09079e-01
020 -4.57452e+01 2.24306e-01
020 -4.50140e+01 2.19393e-01
020 -4.50744e+01 2.13862e-01
020 -4.51858e+01 2.23902e-01
020 -4.48324e+01 2.19416e-01
020 -4.48465e+01 2.27469e-01
020 -4.45294e+01 2.11466e-01
020 -4.50772e+01 2.16685e-01
020 -4.49139e+01 2.10818e-01
020 -4.52821e+01 2.17454e-01
020 -4.55030e+01 2.24373e-01
020 -4.51664e+01 2.21117e-01
020 -4.52395e+01 2.18244e-01
020 -4.45060e+01 2.27210e-01
020 -4.56116e+01 2.22017e-01
020 -4.54310e+01 2.21053e-01
020 -4.48923e+01 2.17689e-01
020 -4.48270e+01 2.22105e-01
020 -4.53910e+01 2.15667e-01
020 -4.51596e+01 2.15869e-01
020 -4.54512e+01 2.16480e-01
020 -4.49157e+01 2.17925e-01
020 -4.49490e+01 2.19949e-01
020 -4.53349e+01 2.17652e-01
020 -4.50379e+01 2.23484e-01
020 -4.54021e+01 2.23681e-01
020 -4.53799e+01 2.19621e-01
020 -4.48601e+01 2.14002e-01
020 -4.51369e+01 2.24562e-01
020 -4.50806e+01 2.21220e-01
020 -4.48024e+01 2.12360e-01
020 -4.50057e+01 2.12659e-01
020 -4.50953e+01 2.18168e-01
020 -4.50687e+01 2.25020e-01
020 -4.52559e+01 2.21016e-01
